%DAWG J2 VIIRS RSR Release V1 Band M16B
%Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017            
%Detector numbering given in "Sensor" order (1st detector in along track direction is assigned #1)
%Bnd    det    SS         wvl_nm             RSR              SNR     SNR_Thresh  QF      UAID                              
M16B     2     0      3615.0800000        0.0000173        0.1267566     0.700     1     4403224
M16B     2     0      3679.9850000        0.0000359       -0.2365724     0.700     1     4403224
M16B     2     0      3744.9250000       -0.0000233       -0.1860102     0.700     1     4403224
M16B     2     0      3809.9350000        0.0000163        0.0751365     0.700     1     4403224
M16B     2     0      3875.0200000        0.0000178       -0.1531628     0.700     1     4403224
M16B     2     0      3940.0000000        0.0000951       -0.1775048     0.700     1     4403224
M16B     2     0      4004.9900000        0.0000256        0.4141567     0.700     1     4403224
M16B     2     0      4070.0500000        0.0000041        0.0684162     0.700     1     4403224
M16B     2     0      4135.0600000       -0.0000069        0.1449968     0.700     1     4403224
M16B     2     0      4199.9400000        0.0000511       -0.0047270     0.700     1     4403224
M16B     2     0      4265.0000000        0.0000268       -0.1336327     0.700     1     4403224
M16B     2     0      4329.9950000        0.0000150       -0.0626916     0.700     1     4403224
M16B     2     0      4395.0000000        0.0000311        0.0008530     0.700     1     4403224
M16B     2     0      4459.9250000       -0.0000062        0.0237947     0.700     1     4403224
M16B     2     0      4525.0350000        0.0000483        0.0079418     0.700     1     4403224
M16B     2     0      4590.0050000       -0.0000303        0.0653747     0.700     1     4403224
M16B     2     0      4655.0500000        0.0000606       -0.1376636     0.700     1     4403224
M16B     2     0      4720.0000000        0.0000340       -0.1346361     0.700     1     4403224
M16B     2     0      4785.0500000        0.0000743       -0.1451871     0.700     1     4403224
M16B     2     0      4849.9600000       -0.0000354        0.3504212     0.700     1     4403224
M16B     2     0      4915.0350000        0.0000576       -0.0753738     0.700     1     4403224
M16B     2     0      4979.9950000       -0.0000294        0.2895304     0.700     1     4403224
M16B     2     0      5044.9850000        0.0000489       -0.1558167     0.700     1     4403224
M16B     2     0      5109.9900000       -0.0000125       -0.0543873     0.700     1     4403224
M16B     2     0      5174.9950000       -0.0000095        0.4289714     0.700     1     4403224
M16B     2     0      5240.0550000       -0.0000376        0.0686516     0.700     1     4403224
M16B     2     0      5305.0200000        0.0000265       -0.2205101     0.700     1     4403224
M16B     2     0      5370.0550000        0.0000595        0.2271108     0.700     1     4403224
M16B     2     0      5434.9650000        0.0000330        0.0878255     0.700     1     4403224
M16B     2     0      5447.9800000        0.0000182        0.0726264     0.700     1     4403225
M16B     2     0      5512.9200000        0.0000183        0.0788408     0.700     1     4403225
M16B     2     0      5577.9650000        0.0000469        0.1313017     0.700     1     4403225
M16B     2     0      5642.9600000       -0.0000128        0.0701421     0.700     1     4403225
M16B     2     0      5708.0850000        0.0000111       -0.0144713     0.700     1     4403225
M16B     2     0      5773.0150000        0.0000420        0.0852807     0.700     1     4403225
M16B     2     0      5837.9650000        0.0000153       -0.4745597     0.700     1     4403225
