%DAWG J2 VIIRS RSR Release V1 Band M15
%Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017            
%Detector numbering given in "Sensor" order (1st detector in along track direction is assigned #1)
%Bnd    det    SS         wvl_nm             RSR              SNR     SNR_Thresh  QF      UAID                              
M15      2     0      2407.9950000        0.0000320        0.0384564     0.140     1     4402815
M15      2     0      2424.0100000       -0.0000166        0.0656383     0.140     1     4402815
M15      2     0      2434.0000000       -0.0000165       -0.0076889     0.140     1     4402816
M15      2     0      2449.9950000       -0.0000239       -0.0422903     0.140     1     4402816
M15      2     0      2465.9950000        0.0000073        0.0182996     0.140     1     4402816
M15      2     0      2482.0100000        0.0000175        0.0146265     0.140     1     4402816
M15      2     0      2498.0100000        0.0000232       -0.0086826     0.140     1     4402816
M15      2     0      2514.0150000       -0.0000035        0.0146197     0.140     1     4402816
M15      2     0      2530.0000000        0.0000084        0.0035824     0.140     1     4402816
M15      2     0      2546.0000000       -0.0000045        0.0339915     0.140     1     4402816
M15      2     0      2562.0050000        0.0000252       -0.0196137     0.140     1     4402816
M15      2     0      2577.9950000        0.0000333        0.0500735     0.140     1     4402816
M15      2     0      2593.9950000        0.0000077        0.0732416     0.140     1     4402816
M15      2     0      2610.0000000        0.0000106        0.0663282     0.140     1     4402816
M15      2     0      2626.0050000       -0.0000152        0.0385434     0.140     1     4402816
M15      2     0      2642.0000000       -0.0000037        0.0117984     0.140     1     4402816
M15      2     0      2658.0000000       -0.0000162       -0.0062302     0.140     1     4402816
M15      2     0      2673.9900000       -0.0000256        0.0339004     0.140     1     4402816
M15      2     0      2690.0050000        0.0000246        0.0092974     0.140     1     4402816
M15      2     0      2706.0000000       -0.0000041        0.0139495     0.140     1     4402816
M15      2     0      2721.9950000       -0.0000046        0.0216477     0.140     1     4402816
M15      2     0      2738.0050000        0.0000135        0.0329871     0.140     1     4402816
M15      2     0      2754.0000000       -0.0000188        0.0235562     0.140     1     4402816
M15      2     0      2769.9950000       -0.0000153        0.0404341     0.140     1     4402816
M15      2     0      2786.0100000        0.0000066       -0.0158938     0.140     1     4402816
M15      2     0      2801.9900000       -0.0000089        0.0147815     0.140     1     4402816
M15      2     0      2817.9950000       -0.0000101        0.0258673     0.140     1     4402816
M15      2     0      2833.9950000        0.0000000        0.0296108     0.140     1     4402816
M15      2     0      2850.0000000       -0.0000123        0.0267523     0.140     1     4402816
M15      2     0      2866.0050000       -0.0000244        0.0026051     0.140     1     4402816
M15      2     0      2882.0000000        0.0000411       -0.0239048     0.140     1     4402816
M15      2     0      2898.0000000        0.0000166       -0.0071117     0.140     1     4402816
M15      2     0      2914.0000000       -0.0000195        0.0162084     0.140     1     4402816
M15      2     0      2930.0100000        0.0000057        0.0191560     0.140     1     4402816
M15      2     0      2964.9150000        0.0000179        0.0388610     0.140     1     4402817
M15      2     0      3030.0050000        0.0000198        0.0201134     0.140     1     4402817
M15      2     0      3095.0300000        0.0000084       -0.0292304     0.140     1     4402817
M15      2     0      3159.9700000       -0.0000135       -0.0026886     0.140     1     4402817
M15      2     0      3224.9950000       -0.0000030        0.0144054     0.140     1     4402817
M15      2     0      3289.9600000        0.0000079        0.0234838     0.140     1     4402817
M15      2     0      3354.9900000        0.0000092       -0.0110002     0.140     1     4402817
M15      2     0      3419.9300000        0.0000112        0.0373244     0.140     1     4402817
