%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band  DNBMGS
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Wavelength data subsampled to reduce number of data points to less than 1000 to meet LUT limits
%Band   wvl_nm         RSR
 DNBM   738.14000   0.9749986
 DNBM   738.24700   0.9750664
 DNBM   738.76700   0.9766401
 DNBM   739.16400   0.9763160
 DNBM   739.46000   0.9768168
 DNBM   739.62200   0.9767018
 DNBM   740.02100   0.9758336
 DNBM   740.17400   0.9754969
 DNBM   740.60800   0.9734953
 DNBM   740.99400   0.9730278
 DNBM   741.17800   0.9718713
 DNBM   741.36600   0.9715833
 DNBM   741.77200   0.9708730
 DNBM   742.21800   0.9709614
 DNBM   742.74800   0.9717592
 DNBM   743.26100   0.9722719
 DNBM   743.68900   0.9724882
 DNBM   744.16800   0.9725993
 DNBM   744.61400   0.9709994
 DNBM   745.12400   0.9686066
 DNBM   745.54000   0.9662720
 DNBM   746.10300   0.9628743
 DNBM   746.44500   0.9621218
 DNBM   746.61700   0.9612434
 DNBM   747.26900   0.9597496
 DNBM   747.79500   0.9597253
 DNBM   748.25800   0.9606511
 DNBM   748.48400   0.9618106
 DNBM   748.71400   0.9610108
 DNBM   749.19100   0.9608326
 DNBM   749.68200   0.9601947
 DNBM   750.13300   0.9580440
 DNBM   750.63100   0.9555289
 DNBM   750.76100   0.9557633
 DNBM   751.10300   0.9538872
 DNBM   751.56100   0.9517610
 DNBM   752.10700   0.9515778
 DNBM   752.24300   0.9525957
 DNBM   752.55000   0.9528518
 DNBM   752.95100   0.9542765
 DNBM   753.12900   0.9547929
 DNBM   753.46600   0.9568516
 DNBM   753.84600   0.9576676
 DNBM   754.32500   0.9594914
 DNBM   754.81400   0.9588482
 DNBM   755.30200   0.9582218
 DNBM   755.47600   0.9577351
 DNBM   755.76400   0.9564886
 DNBM   756.26400   0.9540698
 DNBM   756.70700   0.9530061
 DNBM   756.83500   0.9527463
 DNBM   757.18000   0.9520083
 DNBM   757.65200   0.9534512
 DNBM   757.79200   0.9536292
 DNBM   758.17000   0.9548106
 DNBM   758.30200   0.9565003
 DNBM   758.62500   0.9566510
 DNBM   759.10600   0.9591070
 DNBM   759.28100   0.9593340
 DNBM   759.60100   0.9590038
 DNBM   760.09100   0.9590878
 DNBM   760.65500   0.9574433
 DNBM   761.10600   0.9549013
 DNBM   761.59300   0.9532537
 DNBM   761.94600   0.9529408
 DNBM   762.37000   0.9520607
 DNBM   762.89000   0.9539166
 DNBM   763.01500   0.9556688
 DNBM   763.40000   0.9579267
 DNBM   763.56600   0.9587106
 DNBM   763.88800   0.9613404
 DNBM   764.47500   0.9659619
 DNBM   764.83900   0.9679293
 DNBM   765.45700   0.9686819
 DNBM   766.84100   0.9631798
 DNBM   767.42900   0.9615364
 DNBM   768.35100   0.9637935
 DNBM   769.79500   0.9717452
 DNBM   770.42100   0.9719982
 DNBM   771.34100   0.9666113
 DNBM   772.74200   0.9562480
 DNBM   773.73300   0.9585293
 DNBM   774.26700   0.9625657
 DNBM   775.73200   0.9707785
 DNBM   776.69300   0.9663230
 DNBM   777.69500   0.9555283
 DNBM   779.07000   0.9506084
 DNBM   779.76200   0.9531029
 DNBM   780.39200   0.9547596
 DNBM   781.72000   0.9503317
 DNBM   782.84900   0.9366603
 DNBM   783.71400   0.9283146
 DNBM   785.09200   0.9357073
 DNBM   785.80200   0.9436938
 DNBM   786.54900   0.9501913
 DNBM   787.37000   0.9507519
 DNBM   788.60000   0.9433154
 DNBM   789.86100   0.9448771
 DNBM   790.66400   0.9518280
 DNBM   791.93400   0.9618135
 DNBM   792.72400   0.9595393
 DNBM   793.48500   0.9488739
 DNBM   794.79500   0.9331804
 DNBM   795.62500   0.9314645
 DNBM   796.37800   0.9334648
 DNBM   797.20300   0.9366806
 DNBM   798.46900   0.9322748
 DNBM   799.74700   0.9183809
 DNBM   800.57700   0.9107210
 DNBM   801.89300   0.9102212
 DNBM   802.70000   0.9120237
 DNBM   803.54900   0.9108539
 DNBM   804.82600   0.9025292
 DNBM   805.75600   0.8916026
 DNBM   806.44800   0.8857465
 DNBM   807.86900   0.8891330
 DNBM   808.61000   0.8930358
 DNBM   809.91100   0.8953977
 DNBM   810.77100   0.8948632
 DNBM   812.09200   0.8915953
 DNBM   812.87200   0.8910742
 DNBM   813.70700   0.8934570
 DNBM   815.07300   0.8969524
 DNBM   815.92000   0.8960376
 DNBM   816.76600   0.8947038
 DNBM   817.55400   0.8907295
 DNBM   818.96800   0.8862772
 DNBM   819.71000   0.8840271
 DNBM   820.66000   0.8873233
 DNBM   821.94300   0.8812101
 DNBM   822.62400   0.8803359
 DNBM   823.70800   0.8764582
 DNBM   824.81400   0.8703182
 DNBM   825.94300   0.8638240
 DNBM   826.60200   0.8606757
 DNBM   827.62000   0.8555676
 DNBM   828.72000   0.8540714
 DNBM   829.88300   0.8551331
 DNBM   830.58600   0.8541114
 DNBM   831.14100   0.8540899
 DNBM   832.78300   0.8514098
 DNBM   833.41700   0.8494859
 DNBM   835.66200   0.8503117
 DNBM   836.29600   0.8503817
 DNBM   837.49100   0.8443073
 DNBM   838.04800   0.8397831
 DNBM   839.69900   0.8228111
 DNBM   840.01600   0.8232412
 DNBM   840.32600   0.8186770
 DNBM   841.50400   0.8147775
 DNBM   842.68700   0.8179454
 DNBM   843.33500   0.8190441
 DNBM   844.39600   0.8174631
 DNBM   845.13600   0.8128694
 DNBM   846.76500   0.8073237
 DNBM   847.40800   0.8059034
 DNBM   848.51800   0.8091996
 DNBM   849.24800   0.8127206
 DNBM   850.43100   0.8164407
 DNBM   851.54300   0.8106830
 DNBM   852.24400   0.8053374
 DNBM   853.39600   0.7968370
 DNBM   854.59900   0.7931996
 DNBM   855.30800   0.7944507
 DNBM   857.60600   0.7982921
 DNBM   858.81300   0.7878632
 DNBM   859.44800   0.7818700
 DNBM   860.17200   0.7749564
 DNBM   861.34600   0.7690362
 DNBM   862.52100   0.7716790
 DNBM   863.26400   0.7757005
 DNBM   864.39200   0.7770865
 DNBM   865.58800   0.7693206
 DNBM   866.28600   0.7626514
 DNBM   867.44200   0.7533822
 DNBM   868.17800   0.7539384
 DNBM   869.37200   0.7520381
 DNBM   870.57500   0.7570197
 DNBM   871.22900   0.7561031
 DNBM   872.49500   0.7438806
 DNBM   873.22800   0.7322826
 DNBM   874.38800   0.7158068
 DNBM   875.14600   0.7068432
 DNBM   876.36900   0.6992433
 DNBM   877.55000   0.6953730
 DNBM   878.26800   0.6921228
 DNBM   879.44200   0.6807866
 DNBM   881.44800   0.6644131
 DNBM   882.16100   0.6656359
 DNBM   883.32900   0.6723728
 DNBM   884.61900   0.6723328
 DNBM   885.37700   0.6873951
 DNBM   886.56100   0.6770642
 DNBM   887.24100   0.6595780
 DNBM   888.58100   0.6024481
 DNBM   889.30900   0.5582835
 DNBM   889.91700   0.4913195
 DNBM   890.50400   0.4665265
 DNBM   890.64500   0.4571874
 DNBM   891.23500   0.4073751
 DNBM   891.83600   0.3511479
 DNBM   892.57000   0.2824983
 DNBM   893.13100   0.2320657
 DNBM   893.30200   0.2169001
 DNBM   893.88600   0.1710915
 DNBM   894.54100   0.1305163
 DNBM   894.61200   0.1233784
 DNBM   895.24300   0.0910663
 DNBM   895.81400   0.0687653
 DNBM   896.58800   0.0491732
 DNBM   897.12600   0.0363187
 DNBM   897.27300   0.0339124
 DNBM   897.90100   0.0255746
 DNBM   898.48300   0.0199182
 DNBM   899.11600   0.0154310
 DNBM   899.25200   0.0146485
 DNBM   899.82900   0.0117727
 DNBM   900.15000   0.0104740
 DNBM   900.57400   0.0090534
 DNBM   901.14800   0.0074733
 DNBM   901.30000   0.0071342
 DNBM   901.92300   0.0058819
 DNBM   902.51900   0.0049774
 DNBM   902.64100   0.0047804
 DNBM   903.27000   0.0040186
 DNBM   903.87200   0.0034361
 DNBM   904.20500   0.0031669
 DNBM   904.52100   0.0029238
 DNBM   904.71200   0.0028006
 DNBM   905.35500   0.0024121
 DNBM   905.96300   0.0021084
 DNBM   906.54300   0.0021459
 DNBM   907.34300   0.0015521
 DNBM   908.26800   0.0012497
 DNBM   909.43400   0.0009372
 DNBM   910.12700   0.0007821
 DNBM   911.42800   0.0005518
 DNBM   912.16300   0.0004449
 DNBM   913.11200   0.0003421
 DNBM   914.24300   0.0002530
 DNBM   915.47700   0.0001873
 DNBM   916.31700   0.0001559
 DNBM   917.04700   0.0001335
 DNBM   917.25800   0.0001293
 DNBM   918.40900   0.0001057
 DNBM   919.12600   9.5900000E-05
 DNBM   920.40600   8.2400000E-05
 DNBM   921.19100   7.6800000E-05
 DNBM   922.15100   7.2400000E-05
 DNBM   923.34100   6.8600000E-05
 DNBM   924.60500   6.6500000E-05
 DNBM   925.41100   6.5600000E-05
 DNBM   927.60300   6.8900000E-05
 DNBM   928.37100   7.1600000E-05
