%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band      M6
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Band   wvl_nm         RSR
   M6   992.51300   1.8900000E-05
   M6   993.38000   1.7300000E-05
   M6   994.21600   2.1000000E-05
   M6   995.29200   2.1600000E-05
   M6   996.60000   2.0200000E-05
   M6   997.51000   1.8200000E-05
   M6   997.53400   1.8500000E-05
   M6   998.34300   1.6900000E-05
   M6   999.20900   1.7200000E-05
   M6  1000.28100   1.7100000E-05
   M6  1000.60400   1.6700000E-05
   M6  1000.65800   1.6600000E-05
   M6  1001.26100   1.4700000E-05
   M6  1001.59900   1.7700000E-05
   M6  1002.43000   1.9500000E-05
   M6  1002.68900   1.2700000E-05
   M6  1003.27000   1.2900000E-05
   M6  1003.34800   1.8300000E-05
   M6  1004.22400   1.9600000E-05
   M6  1005.27600   1.4600000E-05
   M6  1005.29500   1.5600000E-05
   M6  1006.64600   2.1700000E-05
   M6  1007.45700   2.0200000E-05
   M6  1008.42100   1.9600000E-05
   M6  1009.25100   2.1600000E-05
   M6  1009.59700   1.4900000E-05
   M6  1015.75800   1.7200000E-05
   M6  1019.89000   1.3500000E-05
   M6  1019.94900   1.4600000E-05
   M6  1021.99400   1.5100000E-05
   M6  1030.27700   1.4900000E-05
   M6  1036.84200   1.5300000E-05
   M6  1038.00000   5.9062370E-06
   M6  1043.50000   4.9176930E-06
   M6  1049.01000   4.6736860E-06
   M6  1054.50500   4.0793080E-06
   M6  1060.01000   3.4411340E-06
   M6  1065.50000   2.7654210E-06
   M6  1071.01000   1.8644690E-06
   M6  1076.49500   1.0511100E-06
   M6  1082.00000   5.5058140E-07
   M6  1087.50000   4.8175870E-07
   M6  1093.00000   5.0678520E-07
   M6  1098.50500   6.4443050E-07
   M6  1104.00000   6.3817400E-07
